Storeid,Cogs,Date,MarketSize,Market,Marketing,ProductLine,ProductType,Product,Profit,Sales,State,TargetCOGS,TargetProfit,TargetSales,OtherExpenses
660,32,01-10-2012,Small Market,Central,8,Beans,Espresso,Decaf Espresso,28,79,Missouri,30,80,110,19
405,82,01-10-2012,Small Market,South,27,Beans,Espresso,Decaf Espresso,65,205,Oklahoma,50,60,130,58
715,56,01-10-2012,Small Market,Central,21,Beans,Coffee,Amaretto,15,126,Wisconsin,40,50,120,55
405,91,01-10-2012,Small Market,South,28,Beans,Espresso,Caffe Latte,76,218,Oklahoma,50,70,130,51
414,60,01-10-2012,Small Market,Central,18,Leaves,Herbal Tea,Chamomile,57,159,Wisconsin,40,80,120,42
419,55,01-11-2012,Major Market,Central,20,Beans,Espresso,Decaf Espresso,16,124,Ohio,70,40,150,53
330,59,01-11-2012,Major Market,Central,19,Beans,Coffee,Amaretto,33,138,Ohio,50,50,130,46
650,75,01-11-2012,Major Market,West,24,Leaves,Tea,Green Tea,59,189,California,50,40,130,55
314,69,01-11-2012,Small Market,Central,21,Beans,Coffee,Decaf Irish Cream,38,150,Missouri,60,40,140,43
503,46,01-11-2012,Small Market,West,14,Beans,Coffee,Decaf Irish Cream,32,114,Oregon,50,50,130,36
206,75,01-11-2012,Small Market,West,23,Beans,Espresso,Decaf Espresso,45,164,Washington,70,40,150,44
203,61,01-11-2012,Small Market,East,55,Beans,Espresso,Caffe Mocha,2,147,Connecticut,60,10,140,84
225,47,01-11-2012,Small Market,South,13,Beans,Coffee,Colombian,44,115,Louisiana,50,60,130,24
541,52,01-11-2012,Small Market,West,47,Beans,Coffee,Amaretto,-4,125,Oregon,60,10,140,77
435,53,01-11-2012,Small Market,West,17,Beans,Coffee,Colombian,27,124,Utah,60,50,140,44
503,59,01-11-2012,Small Market,West,19,Beans,Espresso,Caffe Mocha,33,138,Oregon,50,50,130,46
920,53,01-11-2012,Small Market,Central,16,Leaves,Herbal Tea,Chamomile,48,141,Wisconsin,50,50,130,40
959,54,01-11-2012,Small Market,East,15,Leaves,Tea,Darjeeling,51,132,Connecticut,50,60,130,27
740,46,01-12-2012,Major Market,Central,17,Beans,Espresso,Decaf Espresso,6,103,Ohio,50,40,130,51
630,67,01-12-2012,Major Market,Central,22,Leaves,Tea,Earl Grey,47,168,Illinois,50,40,130,54
518,54,01-12-2012,Major Market,East,15,Leaves,Tea,Green Tea,52,133,New York,50,60,130,27
213,67,01-12-2012,Major Market,West,22,Leaves,Tea,Green Tea,47,168,California,40,50,120,54
503,41,01-12-2012,Small Market,West,13,Beans,Coffee,Decaf Irish Cream,25,101,Oregon,40,50,120,35
715,65,01-12-2012,Small Market,Central,24,Beans,Coffee,Amaretto,22,145,Wisconsin,60,30,140,58
503,47,01-12-2012,Small Market,West,42,Beans,Coffee,Amaretto,-7,112,Oregon,50,20,130,72
801,49,01-12-2012,Small Market,West,16,Beans,Coffee,Colombian,21,114,Utah,50,50,130,44
509,65,01-12-2012,Small Market,West,24,Beans,Espresso,Caffe Mocha,23,145,Washington,60,30,140,57
985,68,01-12-2012,Small Market,South,25,Leaves,Herbal Tea,Lemon,26,153,Louisiana,60,30,140,59
432,76,01-10-2013,Major Market,South,21,Beans,Espresso,Decaf Espresso,116,199,Texas,40,80,120,33
325,52,01-10-2013,Major Market,South,17,Leaves,Herbal Tea,Chamomile,39,131,Texas,30,70,110,45
815,76,01-10-2013,Major Market,Central,21,Leaves,Tea,Darjeeling,116,199,Illinois,50,80,130,33
815,72,01-10-2013,Major Market,Central,23,Leaves,Tea,Earl Grey,82,194,Illinois,50,50,130,55
636,65,01-10-2013,Small Market,Central,20,Beans,Coffee,Decaf Irish Cream,52,151,Missouri,50,70,130,42
417,32,01-10-2013,Small Market,Central,8,Beans,Espresso,Decaf Espresso,42,84,Missouri,30,80,110,19
405,82,01-10-2013,Small Market,South,27,Beans,Espresso,Decaf Espresso,96,218,Oklahoma,50,60,130,58
414,56,01-10-2013,Small Market,Central,21,Beans,Coffee,Amaretto,22,134,Wisconsin,40,50,120,55
405,91,01-10-2013,Small Market,South,28,Beans,Espresso,Caffe Latte,113,232,Oklahoma,50,70,130,51
715,60,01-10-2013,Small Market,Central,18,Leaves,Herbal Tea,Chamomile,85,169,Wisconsin,40,80,120,42
937,55,01-11-2013,Major Market,Central,20,Beans,Espresso,Decaf Espresso,24,132,Ohio,70,40,150,53
234,59,01-11-2013,Major Market,Central,19,Beans,Coffee,Amaretto,49,147,Ohio,50,50,130,46
209,75,01-11-2013,Major Market,West,24,Leaves,Tea,Green Tea,88,201,California,50,40,130,55
417,69,01-11-2013,Small Market,Central,21,Beans,Coffee,Decaf Irish Cream,56,160,Missouri,60,40,140,43
503,46,01-11-2013,Small Market,West,14,Beans,Coffee,Decaf Irish Cream,47,121,Oregon,50,50,130,36
425,75,01-11-2013,Small Market,West,23,Beans,Espresso,Decaf Espresso,67,175,Washington,70,40,150,44
475,61,01-11-2013,Small Market,East,55,Beans,Espresso,Caffe Mocha,3,157,Connecticut,60,10,140,84
318,47,01-11-2013,Small Market,South,13,Beans,Coffee,Colombian,65,123,Louisiana,50,60,130,24
971,52,01-11-2013,Small Market,West,47,Beans,Coffee,Amaretto,-6,133,Oregon,60,10,140,77
435,53,01-11-2013,Small Market,West,17,Beans,Coffee,Colombian,40,132,Utah,60,50,140,44
541,59,01-11-2013,Small Market,West,19,Beans,Espresso,Caffe Mocha,49,147,Oregon,50,50,130,46
262,53,01-11-2013,Small Market,Central,16,Leaves,Herbal Tea,Chamomile,71,150,Wisconsin,50,50,130,40
860,54,01-11-2013,Small Market,East,15,Leaves,Tea,Darjeeling,76,141,Connecticut,50,60,130,27
419,46,01-12-2013,Major Market,Central,17,Beans,Espresso,Decaf Espresso,9,110,Ohio,50,40,130,51
708,67,01-12-2013,Major Market,Central,22,Leaves,Tea,Earl Grey,70,179,Illinois,50,40,130,54
585,54,01-12-2013,Major Market,East,15,Leaves,Tea,Green Tea,77,142,New York,50,60,130,27
510,67,01-12-2013,Major Market,West,22,Leaves,Tea,Green Tea,70,179,California,40,50,120,54
541,41,01-12-2013,Small Market,West,13,Beans,Coffee,Decaf Irish Cream,37,108,Oregon,40,50,120,35
920,65,01-12-2013,Small Market,Central,24,Beans,Coffee,Amaretto,33,155,Wisconsin,60,30,140,58
541,47,01-12-2013,Small Market,West,42,Beans,Coffee,Amaretto,-10,119,Oregon,50,20,130,72
435,49,01-12-2013,Small Market,West,16,Beans,Coffee,Colombian,31,121,Utah,50,50,130,44
509,65,01-12-2013,Small Market,West,24,Beans,Espresso,Caffe Mocha,34,155,Washington,60,30,140,57
318,68,01-12-2013,Small Market,South,25,Leaves,Herbal Tea,Lemon,39,163,Louisiana,60,30,140,59
214,39,01-10-2012,Major Market,South,12,Beans,Coffee,Decaf Irish Cream,26,90,Texas,40,80,130,25
936,239,01-10-2012,Major Market,South,74,Beans,Coffee,Colombian,185,520,Texas,350,340,770,96
210,123,01-10-2012,Major Market,South,34,Beans,Espresso,Caffe Mocha,133,302,Texas,70,100,190,46
225,48,01-10-2012,Small Market,South,13,Beans,Coffee,Decaf Irish Cream,45,118,Louisiana,70,80,160,25
225,48,01-10-2012,Small Market,South,13,Beans,Coffee,Colombian,47,119,Louisiana,70,80,160,24
505,45,01-10-2012,Small Market,South,14,Beans,Coffee,Colombian,23,114,New Mexico,50,80,160,46
918,90,01-10-2012,Small Market,South,29,Beans,Coffee,Colombian,74,205,Oklahoma,130,140,290,41
505,25,01-10-2012,Small Market,South,9,Beans,Espresso,Caffe Latte,-12,56,New Mexico,10,10,30,43
225,103,01-10-2012,Small Market,South,33,Leaves,Herbal Tea,Chamomile,87,236,Louisiana,80,110,210,46
504,79,01-10-2012,Small Market,South,30,Leaves,Herbal Tea,Lemon,34,177,Louisiana,60,60,150,64
405,96,01-10-2012,Small Market,South,87,Leaves,Herbal Tea,Lemon,17,230,Oklahoma,80,40,200,117
956,225,01-11-2012,Major Market,South,69,Beans,Coffee,Colombian,174,490,Texas,260,230,580,91
817,75,01-11-2012,Major Market,South,24,Beans,Espresso,Caffe Latte,59,189,Texas,50,40,140,55
409,118,01-11-2012,Major Market,South,33,Beans,Espresso,Caffe Mocha,127,290,Texas,90,100,220,45
918,78,01-11-2012,Small Market,South,25,Beans,Espresso,Decaf Espresso,62,197,Oklahoma,60,40,150,57
918,88,01-11-2012,Small Market,South,29,Beans,Coffee,Colombian,71,200,Oklahoma,100,90,230,41
918,102,01-11-2012,Small Market,South,31,Beans,Espresso,Caffe Latte,89,245,Oklahoma,80,60,180,54
337,101,01-11-2012,Small Market,South,33,Leaves,Herbal Tea,Chamomile,85,231,Louisiana,90,80,210,45
505,15,01-11-2012,Small Market,South,4,Leaves,Herbal Tea,Chamomile,9,39,New Mexico,10,10,30,15
337,82,01-11-2012,Small Market,South,31,Leaves,Herbal Tea,Lemon,38,184,Louisiana,70,40,170,64
580,94,01-11-2012,Small Market,South,85,Leaves,Herbal Tea,Lemon,15,224,Oklahoma,80,20,200,115
972,241,01-12-2012,Major Market,South,74,Beans,Coffee,Colombian,188,525,Texas,280,240,620,96
972,123,01-12-2012,Major Market,South,34,Beans,Espresso,Caffe Mocha,133,302,Texas,90,110,230,46
505,92,01-12-2012,Small Market,South,28,Beans,Coffee,Decaf Irish Cream,16,160,New Mexico,100,40,190,52
405,88,01-12-2012,Small Market,South,29,Beans,Espresso,Decaf Espresso,72,221,Oklahoma,60,60,170,61
318,49,01-12-2012,Small Market,South,13,Beans,Coffee,Colombian,46,120,Louisiana,50,70,140,25
505,48,01-12-2012,Small Market,South,15,Beans,Coffee,Colombian,27,122,New Mexico,50,50,140,47
405,81,01-12-2012,Small Market,South,26,Beans,Coffee,Colombian,66,185,Oklahoma,90,100,220,38
505,20,01-12-2012,Small Market,South,7,Beans,Espresso,Caffe Latte,-15,45,New Mexico,10,-10,30,40
918,134,01-12-2012,Small Market,South,41,Beans,Espresso,Caffe Latte,121,320,Oklahoma,100,90,240,65
225,94,01-12-2012,Small Market,South,31,Leaves,Herbal Tea,Chamomile,77,214,Louisiana,80,70,190,43
505,16,01-12-2012,Small Market,South,4,Leaves,Herbal Tea,Chamomile,9,41,New Mexico,10,10,30,16
580,105,01-12-2012,Small Market,South,95,Leaves,Herbal Tea,Lemon,20,250,Oklahoma,90,30,230,125
281,39,01-10-2013,Major Market,South,12,Beans,Coffee,Decaf Irish Cream,39,96,Texas,40,80,130,25
432,239,01-10-2013,Major Market,South,74,Beans,Coffee,Colombian,275,554,Texas,350,340,770,96
817,123,01-10-2013,Major Market,South,34,Beans,Espresso,Caffe Mocha,197,322,Texas,70,100,190,46
985,48,01-10-2013,Small Market,South,13,Beans,Coffee,Decaf Irish Cream,67,126,Louisiana,70,80,160,25
337,48,01-10-2013,Small Market,South,13,Beans,Coffee,Colombian,70,127,Louisiana,70,80,160,24
505,45,01-10-2013,Small Market,South,14,Beans,Coffee,Colombian,34,121,New Mexico,50,80,160,46
918,90,01-10-2013,Small Market,South,29,Beans,Coffee,Colombian,110,218,Oklahoma,130,140,290,41
505,25,01-10-2013,Small Market,South,9,Beans,Espresso,Caffe Latte,-18,60,New Mexico,10,10,30,43
318,103,01-10-2013,Small Market,South,33,Leaves,Herbal Tea,Chamomile,129,251,Louisiana,80,110,210,46
225,79,01-10-2013,Small Market,South,30,Leaves,Herbal Tea,Lemon,50,189,Louisiana,60,60,150,64
918,96,01-10-2013,Small Market,South,87,Leaves,Herbal Tea,Lemon,25,245,Oklahoma,80,40,200,117
432,225,01-11-2013,Major Market,South,69,Beans,Coffee,Colombian,258,522,Texas,260,230,580,91
806,75,01-11-2013,Major Market,South,24,Beans,Espresso,Caffe Latte,88,201,Texas,50,40,140,55
915,118,01-11-2013,Major Market,South,33,Beans,Espresso,Caffe Mocha,188,309,Texas,90,100,220,45
580,78,01-11-2013,Small Market,South,25,Beans,Espresso,Decaf Espresso,92,210,Oklahoma,60,40,150,57
918,88,01-11-2013,Small Market,South,29,Beans,Coffee,Colombian,105,213,Oklahoma,100,90,230,41
405,102,01-11-2013,Small Market,South,31,Beans,Espresso,Caffe Latte,132,261,Oklahoma,80,60,180,54
985,101,01-11-2013,Small Market,South,33,Leaves,Herbal Tea,Chamomile,126,246,Louisiana,90,80,210,45
505,15,01-11-2013,Small Market,South,4,Leaves,Herbal Tea,Chamomile,13,42,New Mexico,10,10,30,15
337,82,01-11-2013,Small Market,South,31,Leaves,Herbal Tea,Lemon,56,196,Louisiana,70,40,170,64
405,94,01-11-2013,Small Market,South,85,Leaves,Herbal Tea,Lemon,22,239,Oklahoma,80,20,200,115
409,241,01-12-2013,Major Market,South,74,Beans,Coffee,Colombian,279,559,Texas,280,240,620,96
254,123,01-12-2013,Major Market,South,34,Beans,Espresso,Caffe Mocha,197,322,Texas,90,110,230,46
505,92,01-12-2013,Small Market,South,28,Beans,Coffee,Decaf Irish Cream,24,171,New Mexico,100,40,190,52
918,88,01-12-2013,Small Market,South,29,Beans,Espresso,Decaf Espresso,107,236,Oklahoma,60,60,170,61
985,49,01-12-2013,Small Market,South,13,Beans,Coffee,Colombian,68,128,Louisiana,50,70,140,25
505,48,01-12-2013,Small Market,South,15,Beans,Coffee,Colombian,40,130,New Mexico,50,50,140,47
580,81,01-12-2013,Small Market,South,26,Beans,Coffee,Colombian,98,197,Oklahoma,90,100,220,38
505,20,01-12-2013,Small Market,South,7,Beans,Espresso,Caffe Latte,-22,48,New Mexico,10,-10,30,40
918,134,01-12-2013,Small Market,South,41,Beans,Espresso,Caffe Latte,180,341,Oklahoma,100,90,240,65
985,94,01-12-2013,Small Market,South,31,Leaves,Herbal Tea,Chamomile,114,228,Louisiana,80,70,190,43
505,16,01-12-2013,Small Market,South,4,Leaves,Herbal Tea,Chamomile,13,44,New Mexico,10,10,30,16
580,105,01-12-2013,Small Market,South,95,Leaves,Herbal Tea,Lemon,30,266,Oklahoma,90,30,230,125
860,125,01-10-2012,Small Market,East,41,Beans,Coffee,Colombian,115,313,Connecticut,100,130,260,73
203,60,01-10-2012,Small Market,East,54,Beans,Espresso,Caffe Mocha,1,144,Connecticut,40,40,130,83
203,130,01-11-2012,Small Market,East,42,Beans,Coffee,Colombian,122,325,Connecticut,110,130,290,73
203,115,01-12-2012,Small Market,East,37,Beans,Coffee,Colombian,105,289,Connecticut,100,110,260,69
203,125,01-10-2013,Small Market,East,41,Beans,Coffee,Colombian,171,334,Connecticut,100,130,260,73
959,60,01-10-2013,Small Market,East,54,Beans,Espresso,Caffe Mocha,1,153,Connecticut,40,40,130,83
203,130,01-11-2013,Small Market,East,42,Beans,Coffee,Colombian,181,346,Connecticut,110,130,290,73
959,115,01-12-2013,Small Market,East,37,Beans,Coffee,Colombian,156,308,Connecticut,100,110,260,69
561,91,01-10-2012,Major Market,East,28,Beans,Coffee,Decaf Irish Cream,76,218,Florida,70,90,180,51
239,86,01-10-2012,Major Market,East,28,Beans,Espresso,Decaf Espresso,60,202,Florida,70,90,180,56
407,82,01-10-2012,Major Market,East,27,Beans,Coffee,Colombian,64,205,Florida,60,90,170,59
857,72,01-10-2012,Major Market,East,23,Beans,Coffee,Colombian,348,474,Massachusetts,50,330,400,54
315,260,01-10-2012,Major Market,East,91,Beans,Coffee,Colombian,247,650,New York,210,230,540,143
239,96,01-10-2012,Major Market,East,87,Beans,Espresso,Caffe Mocha,18,230,Florida,80,50,210,116
845,125,01-10-2012,Major Market,East,113,Beans,Espresso,Caffe Mocha,-202,69,New York,110,-170,50,146
781,161,01-10-2012,Major Market,East,45,Beans,Espresso,Regular Espresso,92,322,Massachusetts,140,120,300,69
718,239,01-10-2012,Major Market,East,66,Beans,Espresso,Regular Espresso,435,765,New York,210,450,720,91
386,22,01-10-2012,Major Market,East,7,Leaves,Herbal Tea,Chamomile,10,51,Florida,0,20,20,19
845,255,01-10-2012,Major Market,East,96,Leaves,Herbal Tea,Lemon,129,513,New York,140,70,290,129
315,239,01-10-2012,Major Market,East,74,Leaves,Herbal Tea,Mint,-170,164,New York,130,-100,80,95
516,108,01-10-2012,Major Market,East,30,Leaves,Tea,Darjeeling,115,265,New York,110,140,280,42
716,123,01-10-2012,Major Market,East,34,Leaves,Tea,Earl Grey,134,302,New York,130,160,320,45
518,76,01-10-2012,Major Market,East,21,Leaves,Tea,Green Tea,78,187,New York,80,100,200,33
772,102,01-11-2012,Major Market,East,31,Beans,Coffee,Decaf Irish Cream,89,245,Florida,90,90,220,54
561,77,01-11-2012,Major Market,East,25,Beans,Espresso,Decaf Espresso,51,180,Florida,70,60,170,52
754,78,01-11-2012,Major Market,East,25,Beans,Coffee,Colombian,63,197,Florida,70,60,170,56
978,75,01-11-2012,Major Market,East,24,Beans,Coffee,Colombian,324,454,Massachusetts,60,300,400,55
347,249,01-11-2012,Major Market,East,87,Beans,Coffee,Colombian,236,623,New York,220,230,560,138
754,94,01-11-2012,Major Market,East,85,Beans,Espresso,Caffe Mocha,15,224,Florida,90,20,210,115
347,121,01-11-2012,Major Market,East,109,Beans,Espresso,Caffe Mocha,-202,61,New York,110,-190,50,142
508,181,01-11-2012,Major Market,East,50,Beans,Espresso,Regular Espresso,108,363,Massachusetts,170,120,350,74
646,211,01-11-2012,Major Market,East,59,Beans,Espresso,Regular Espresso,381,675,New York,200,390,660,83
561,22,01-11-2012,Major Market,East,7,Leaves,Herbal Tea,Chamomile,11,52,Florida,10,10,30,19
631,245,01-11-2012,Major Market,East,93,Leaves,Herbal Tea,Lemon,204,576,New York,180,140,420,127
914,225,01-11-2012,Major Market,East,69,Leaves,Herbal Tea,Mint,-156,160,New York,160,-120,110,91
518,81,01-11-2012,Major Market,East,22,Leaves,Tea,Darjeeling,84,198,New York,80,90,200,33
315,118,01-11-2012,Major Market,East,33,Leaves,Tea,Earl Grey,127,290,New York,120,130,290,45
813,134,01-12-2012,Major Market,East,41,Beans,Coffee,Decaf Irish Cream,122,320,Florida,120,110,280,64
407,83,01-12-2012,Major Market,East,27,Beans,Espresso,Decaf Espresso,58,195,Florida,80,70,190,54
754,88,01-12-2012,Major Market,East,29,Beans,Coffee,Colombian,73,221,Florida,70,80,190,60
351,67,01-12-2012,Major Market,East,22,Beans,Coffee,Colombian,390,510,Massachusetts,60,360,450,53
845,279,01-12-2012,Major Market,East,97,Beans,Coffee,Colombian,271,699,New York,250,250,620,149
305,105,01-12-2012,Major Market,East,95,Beans,Espresso,Caffe Mocha,21,250,Florida,100,30,240,124
212,135,01-12-2012,Major Market,East,122,Beans,Espresso,Caffe Mocha,-224,66,New York,130,-210,60,155
351,153,01-12-2012,Major Market,East,42,Beans,Espresso,Regular Espresso,87,306,Massachusetts,150,80,290,66
718,250,01-12-2012,Major Market,East,70,Beans,Espresso,Regular Espresso,312,657,New York,240,320,640,95
607,294,01-12-2012,Major Market,East,111,Leaves,Herbal Tea,Lemon,309,747,New York,220,210,540,144
716,241,01-12-2012,Major Market,East,74,Leaves,Herbal Tea,Mint,-189,148,New York,180,-150,100,96
716,86,01-12-2012,Major Market,East,24,Leaves,Tea,Darjeeling,89,210,New York,90,90,210,35
718,123,01-12-2012,Major Market,East,34,Leaves,Tea,Earl Grey,133,302,New York,120,150,310,46
772,91,01-10-2013,Major Market,East,28,Beans,Coffee,Decaf Irish Cream,113,232,Florida,70,90,180,51
321,86,01-10-2013,Major Market,East,28,Beans,Espresso,Decaf Espresso,89,215,Florida,70,90,180,56
954,82,01-10-2013,Major Market,East,27,Beans,Coffee,Colombian,95,218,Florida,60,90,170,59
857,72,01-10-2013,Major Market,East,23,Beans,Coffee,Colombian,516,505,Massachusetts,50,330,400,54
716,260,01-10-2013,Major Market,East,91,Beans,Coffee,Colombian,367,693,New York,210,230,540,143
727,96,01-10-2013,Major Market,East,87,Beans,Espresso,Caffe Mocha,27,245,Florida,80,50,210,116
914,125,01-10-2013,Major Market,East,113,Beans,Espresso,Caffe Mocha,-300,74,New York,110,-170,50,146
508,161,01-10-2013,Major Market,East,45,Beans,Espresso,Regular Espresso,137,343,Massachusetts,140,120,300,69
212,239,01-10-2013,Major Market,East,66,Beans,Espresso,Regular Espresso,646,815,New York,210,450,720,91
904,22,01-10-2013,Major Market,East,7,Leaves,Herbal Tea,Chamomile,15,54,Florida,0,20,20,19
585,255,01-10-2013,Major Market,East,96,Leaves,Herbal Tea,Lemon,191,547,New York,140,70,290,129
631,239,01-10-2013,Major Market,East,74,Leaves,Herbal Tea,Mint,-252,175,New York,130,-100,80,95
585,108,01-10-2013,Major Market,East,30,Leaves,Tea,Darjeeling,171,282,New York,110,140,280,42
718,123,01-10-2013,Major Market,East,34,Leaves,Tea,Earl Grey,199,322,New York,130,160,320,45
607,76,01-10-2013,Major Market,East,21,Leaves,Tea,Green Tea,116,199,New York,80,100,200,33
904,102,01-11-2013,Major Market,East,31,Beans,Coffee,Decaf Irish Cream,132,261,Florida,90,90,220,54
772,77,01-11-2013,Major Market,East,25,Beans,Espresso,Decaf Espresso,76,192,Florida,70,60,170,52
786,78,01-11-2013,Major Market,East,25,Beans,Coffee,Colombian,93,210,Florida,70,60,170,56
857,75,01-11-2013,Major Market,East,24,Beans,Coffee,Colombian,481,484,Massachusetts,60,300,400,55
607,249,01-11-2013,Major Market,East,87,Beans,Coffee,Colombian,350,664,New York,220,230,560,138
813,94,01-11-2013,Major Market,East,85,Beans,Espresso,Caffe Mocha,22,239,Florida,90,20,210,115
914,121,01-11-2013,Major Market,East,109,Beans,Espresso,Caffe Mocha,-300,65,New York,110,-190,50,142
617,181,01-11-2013,Major Market,East,50,Beans,Espresso,Regular Espresso,160,387,Massachusetts,170,120,350,74
917,211,01-11-2013,Major Market,East,59,Beans,Espresso,Regular Espresso,565,719,New York,200,390,660,83
727,22,01-11-2013,Major Market,East,7,Leaves,Herbal Tea,Chamomile,16,55,Florida,10,10,30,19
585,245,01-11-2013,Major Market,East,93,Leaves,Herbal Tea,Lemon,303,614,New York,180,140,420,127
518,225,01-11-2013,Major Market,East,69,Leaves,Herbal Tea,Mint,-232,171,New York,160,-120,110,91
516,81,01-11-2013,Major Market,East,22,Leaves,Tea,Darjeeling,125,211,New York,80,90,200,33
914,118,01-11-2013,Major Market,East,33,Leaves,Tea,Earl Grey,188,309,New York,120,130,290,45
727,134,01-12-2013,Major Market,East,41,Beans,Coffee,Decaf Irish Cream,181,341,Florida,120,110,280,64
386,83,01-12-2013,Major Market,East,27,Beans,Espresso,Decaf Espresso,86,208,Florida,80,70,190,54
407,88,01-12-2013,Major Market,East,29,Beans,Coffee,Colombian,108,236,Florida,70,80,190,60
351,67,01-12-2013,Major Market,East,22,Beans,Coffee,Colombian,579,543,Massachusetts,60,360,450,53
315,279,01-12-2013,Major Market,East,97,Beans,Coffee,Colombian,402,745,New York,250,250,620,149
305,105,01-12-2013,Major Market,East,95,Beans,Espresso,Caffe Mocha,31,266,Florida,100,30,240,124
845,135,01-12-2013,Major Market,East,122,Beans,Espresso,Caffe Mocha,-332,70,New York,130,-210,60,155
857,153,01-12-2013,Major Market,East,42,Beans,Espresso,Regular Espresso,129,326,Massachusetts,150,80,290,66
518,250,01-12-2013,Major Market,East,70,Beans,Espresso,Regular Espresso,463,700,New York,240,320,640,95
631,294,01-12-2013,Major Market,East,111,Leaves,Herbal Tea,Lemon,459,796,New York,220,210,540,144
716,241,01-12-2013,Major Market,East,74,Leaves,Herbal Tea,Mint,-280,158,New York,180,-150,100,96
718,86,01-12-2013,Major Market,East,24,Leaves,Tea,Darjeeling,132,224,New York,90,90,210,35
518,123,01-12-2013,Major Market,East,34,Leaves,Tea,Earl Grey,197,322,New York,120,150,310,46
719,108,01-10-2012,Major Market,Central,30,Beans,Coffee,Decaf Irish Cream,116,265,Colorado,100,150,260,41
815,122,01-10-2012,Major Market,Central,39,Beans,Coffee,Decaf Irish Cream,115,298,Illinois,110,160,300,61
303,72,01-10-2012,Major Market,Central,23,Beans,Espresso,Decaf Espresso,56,182,Colorado,100,130,260,54
312,239,01-10-2012,Major Market,Central,66,Beans,Espresso,Decaf Espresso,149,478,Illinois,340,300,710,90
614,54,01-10-2012,Major Market,Central,20,Beans,Espresso,Decaf Espresso,12,120,Ohio,70,70,170,54
970,123,01-10-2012,Major Market,Central,34,Beans,Coffee,Amaretto,133,302,Colorado,120,160,300,46
815,154,01-10-2012,Major Market,Central,50,Beans,Coffee,Colombian,120,367,Illinois,150,160,370,93
303,76,01-10-2012,Major Market,Central,21,Beans,Espresso,Caffe Mocha,79,187,Colorado,100,170,280,32
815,257,01-10-2012,Major Market,Central,84,Beans,Espresso,Caffe Mocha,224,598,Illinois,370,420,890,117
567,161,01-10-2012,Major Market,Central,45,Beans,Espresso,Caffe Mocha,92,322,Ohio,230,190,470,69
719,161,01-10-2012,Major Market,Central,45,Leaves,Herbal Tea,Chamomile,92,322,Colorado,120,110,260,69
708,123,01-10-2012,Major Market,Central,34,Leaves,Herbal Tea,Chamomile,133,302,Illinois,90,140,240,46
815,108,01-10-2012,Major Market,Central,30,Leaves,Herbal Tea,Mint,116,265,Illinois,80,120,210,41
234,82,01-10-2012,Major Market,Central,27,Leaves,Tea,Darjeeling,65,205,Ohio,50,60,140,58
614,91,01-10-2012,Major Market,Central,28,Leaves,Tea,Earl Grey,76,218,Ohio,50,80,150,51
720,90,01-10-2012,Major Market,Central,29,Leaves,Tea,Green Tea,74,205,Colorado,50,80,140,41
641,10,01-10-2012,Small Market,Central,3,Beans,Coffee,Decaf Irish Cream,-2,23,Iowa,0,10,10,15
715,86,01-10-2012,Small Market,Central,28,Beans,Coffee,Decaf Irish Cream,61,202,Wisconsin,80,100,200,55
816,79,01-10-2012,Small Market,Central,30,Beans,Coffee,Colombian,35,177,Missouri,70,70,170,63
715,96,01-10-2012,Small Market,Central,87,Beans,Coffee,Colombian,18,230,Wisconsin,90,60,230,116
314,40,01-10-2012,Small Market,Central,11,Beans,Espresso,Caffe Mocha,36,99,Missouri,50,90,140,23
608,80,01-10-2012,Small Market,Central,24,Beans,Espresso,Caffe Mocha,48,174,Wisconsin,110,120,250,46
712,257,01-10-2012,Small Market,Central,84,Leaves,Herbal Tea,Chamomile,224,598,Iowa,200,210,480,117
641,122,01-10-2012,Small Market,Central,39,Leaves,Herbal Tea,Lemon,114,298,Iowa,90,130,240,62
573,86,01-10-2012,Small Market,Central,26,Leaves,Herbal Tea,Lemon,-26,109,Missouri,60,10,80,49
563,239,01-10-2012,Small Market,Central,66,Leaves,Tea,Darjeeling,149,478,Iowa,170,110,340,90
563,255,01-10-2012,Small Market,Central,96,Leaves,Tea,Earl Grey,183,567,Iowa,170,130,400,129
417,25,01-10-2012,Small Market,Central,9,Leaves,Tea,Earl Grey,-11,56,Missouri,10,0,30,42
970,81,01-11-2012,Major Market,Central,22,Beans,Coffee,Decaf Irish Cream,84,198,Colorado,80,80,190,33
815,113,01-11-2012,Major Market,Central,36,Beans,Coffee,Decaf Irish Cream,106,278,Illinois,110,110,270,59
303,75,01-11-2012,Major Market,Central,24,Beans,Espresso,Decaf Espresso,58,189,Colorado,90,100,240,56
847,211,01-11-2012,Major Market,Central,59,Beans,Espresso,Decaf Espresso,129,423,Illinois,270,200,540,83
970,118,01-11-2012,Major Market,Central,33,Beans,Coffee,Amaretto,128,290,Colorado,110,130,280,44
815,173,01-11-2012,Major Market,Central,57,Beans,Coffee,Colombian,139,412,Illinois,170,140,400,100
303,50,01-11-2012,Major Market,Central,14,Beans,Espresso,Caffe Mocha,48,123,Colorado,60,70,150,25
224,228,01-11-2012,Major Market,Central,75,Beans,Espresso,Caffe Mocha,196,532,Illinois,290,290,680,108
440,181,01-11-2012,Major Market,Central,50,Beans,Espresso,Caffe Mocha,107,363,Ohio,230,170,460,75
